v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
487,SWE,Social Democrats,,S,Arbetareparti-Socialdemokratiska | Arbetarepartiet-Socialdemokraterna | Arbetarpartiet- Socialdemokraterna; Sveriges Socialdemokratiska Arbetareparti | NA | S/SAP | SAP | SD | SDA | SOCD | SdAP | Social Democrat | Social Democratic | Social Democratic Labour Party | Social Democratic Party | Social Democratic Workers' Party | Social Democratic Workers' Party of Sweden | Social Democrats | Social Democrats / Social Democratic Workers' Party of Sweden | Social democratic party | Socialdemocratistiska | Socialdemokraterma | Socialdemokraterna | Socialdemokraterna / Sveriges Socialdemokratiska Arbetareparti | Socialdemokraterna / Sveriges socialdemokratiska arbetareparti | Socialdemokratiska Arbetareparti | Socialdemokratiska Arbetarepartiet | Socialdemokratiska Arbetarpartiet | Socialdemokratiska arbetarepartiet | Socialdemokratiska arbetarpartiet (SP) | Sveriges Socialdemokratiska Arbetareparti | Sveriges Socialdemokratiska Arbetarparti | Sveriges Socialdemokratiska arbetarparti | Sveriges Socialdemokratistiska Arbatereparti | Sveriges Socialdemokratistiska Arbetareparti | Sveriges socialdemokratiska arbetareparti | Sweden's Social Democratic Worker's Party | Swedish Social Democratic Party | Swedish Social Democratic Party (SPA) | Swedish Social Democratic Workers' Party | The Social Democratic Party | The Social Democrats | Worker’s Party-Social Democrats; Swedish Social Democratic Party,2018,-0.996,2.0,0.029,0.343
651,SWE,Christian Democrats,,KD,"CD | Christian Democrat | Christian Democratic | Christian Democratic Assembly | Christian Democratic Community Party | Christian Democratic Party | Christian Democratic Union | Christian Democratic Unity Party | Christian Democrats | Christian democratic party | Christian-Democrats | FP, the Christian Democrats | KD | KD / KDS | KDS | Kd | Kristdemokraterna | Kristdemokraterna (KD) | Kristdemokratiska Samhallspartiet | Kristdemokratiska Samhällspartiet | Kristen Demokratisk Samlig | Kristen Demokratisk Samling | Ksistdemokraterna | NA | The Christian Democratic Party | The Christian Democrats | kd",2018,1.778,5.0,0.05,0.166
690,SWE,Right Party / Moderate Party,,H/M,AV / H / HP / M | Allmanna valmansforbundet / Hogern / Hogerpartiet / Moderata samlingspartiet | Allmänna valmansförbundet / Högern / Högerpartiet / Moderata samlingspartiet | CONS | Conservative | Conservative Party | Conservatives | General Electoral League / The Right / Right Wing Party / Moderate Party | H/M | HM | Högerpartiet | Högerpartiet / Moderata samlingspartiet | KO | MOD | MSP | MUP | Mod | Moderata | Moderata Samlingspartiet | Moderata samlingspartiet | Moderata samlingspartiet (M) | Moderata samlingspartiet / Moderaterna | Moderata samlingspartiet: | Moderate | Moderate Alliance Party | Moderate Coalition Party | Moderate Partiet | Moderate Party | Moderate Rally Party | Moderate Samlingspartiet | Moderate Union Party | Moderate party | Moderaterna | Moderaterna; Moderata Samlingspartiet | Moderates | NA | Right Party / Moderate Party | Rightist Party | Swedish Right Party (Conservative) | The Conservative Party | The Conservatives | The Moderate Party,2018,2.277,5.0,0.03,0.099
830,SWE,Left Party / Communist Party,,V,COM | COMM | Communist | Communist Left | Communist Party | Communists | KP | Kommunistika Partiet | Kommunistiska Partiet | Left | Left Communist Party | Left Party | Left Party (Communists) | Left Party / Communist Party | Left Party Communists | Left Party-Communists | Left Radical Socialists | Left Socialists | Left party | NA | Sveriges Kommunistiska Parti | Swedish Communist Party (K) | The Left Party | V (VPK) | V/SKP | VK | VP | V_nsterpartiet | Vansterpartiet | Vansterpartiet / Sveriges Komunistiska Parti | Vanstrepartiet | Vp Left Party | Vänsterpartiet | Vänsterpartiet (VP) | Vänsterpartiet (kommunisterna) | Vänsterpartiet (previously Vänsterpartiet Kommunisterna) | Vänsterpartiet / Sveriges Komunistiska Parti | Vänsterpartiet Kommunisterna | Vänstersocialister,2018,-1.886,1.0,0.03,0.593
1274,SWE,The Liberals/The People’s Party,,FP,FP | FPL | F] | Folkpartiet | Folkpartiet Liberalerna | Folkpartiet liberalaerna | Folkpartiet liberalerna | Folkpartiet liberalerna (FP) | Folkpartiet liberalerna / Liberalerna | Folkspartiet Liberalerna | Fpl / L | Frisinnade Folkpartiet | LI | LIB | Liberal | Liberal Party | Liberal People's Party | Liberal People's Party (Prohibitionists) | Liberal People's Party / The Liberals | Liberal Peoples Party | Liberal People’s Party | Liberal party | Liberalerna | Liberalerna / Folkpartiet | Liberals | NA | People's Party | People's Party Liberals | People's Party the Liberals | People’s Party Liberals | SLP | Swedish People's Party (Liberal) | The Liberal Party | The Liberals / The People’s Party | The Liberals/The People’s Party | fp,2018,1.17,4.0,0.03,0.111
5558,SWZ,Imbokodvo National Movement,,INM,INM | Imbokodvo National Movement,1972,-2.012,1.0,0.99,0.089
5559,SWZ,Ngwane National Liberatory Congress,,NNLC,NNLC | Ngwane National Liberatory Congress,1972,-2.006,1.0,0.605,0.754
3847,SYC,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,,SPPF / PL / SPUP,ANS | Front Progressiste du Peuple Seychellois / Parti Lepep | PL | Parti Lepep | People's Party | People’s Party | SPPF | SPPF / PL / SPUP | SPPF/PL | SPUP | Seychelles People's Progressive Front | Seychelles People's United Party | United Seychelles Party,2016,-1.894,1.0,0.394,0.723
4117,SYC,Seychelles National Party / United Opposition,,SNP / UO,PPDS | SNP | SNP / UO | SNP/UO | Seychelles National Party | Seychelles National Party / United Opposition | Seychelles National Party-Democratic Party | UO | United Opposition,2007,-0.33,3.0,0.324,0.829
5485,SYC,Seychelles Democratic Party,,SDP,DP | Democratic Party | SDP | SNP-DP | Seychelles Democratic Party | Seychelles National Party-Democratic Party,2016,0.778,4.0,0.362,0.808
5541,SYC,Popular Democratic Movement,,PDM,PDM | Popular Democratic Movement,2011,0.085,3.0,0.326,0.859
5216,SYR,Arab Socialist Ba'ath Party – Syria Region,Arabic: حزب البعث العربي الاشتراكي – قطر سوريا‎‎,Baath,Arab Socialist Ba'ath Party Syria | Arab Socialist Ba'ath Party – Syria Region | Arab Socialist Ba’ath Party – Syria Region | BAATH | Ba'ath Party [Syria] | Baath | Hizb Al-Ba'ath Al-Arabi Al-Ishtiraki – Qutr Suriya | Syrian Ba'ath Party | حزب البعث العربي الاشتراكي – قطر سوريا,1973,-1.807,1.0,0.981,0.68
5217,SYR,National Progressive Front,Arabic: الجبهة الوطنية التقدمية‎‎,NPF,Baath to National Progressive Front | NPF | National Progressive Front | National Progressive Front (including Baath) | al-Jabha al-Wataniyyah at-Taqaddumiyyah | الجبهة الوطنية التقدمية,2016,-1.781,1.0,0.976,0.578
7295,SYR,Arab Socialist Union,,ASU,ASU | Arab Socialist Union | al-ittihad al-Ishtiraqi al-'Arabi | حزب الاتحاد الاشتراكي العربي في سورية,1971,-2.371,1.0,0.91,0.633
5502,TCD,Union for Renewal and Democracy,,URD,FAR | URD | Union for Renewal and Democracy | Union pour le Renouveau et la Démocratie,2011,-0.729,2.0,0.813,0.228
5503,TCD,Patriotic Salvation Movement,,MPS,MPS | Mouvement Patriotique du Salut | Mouvement Patriotique du Salut - Patriotic Salvation Movement | Patriotic Salvation Movement | Patriotic Salvation Union,2011,1.002,4.0,0.942,0.237
5595,TCD,Rally for Democracy and Progress,,RDP,RDP | Rally for Democracy and Progress | Rassemblement pour la Démocratie et le Progrès,2011,-0.697,2.0,0.823,0.235
5596,TCD,"Federation, Action for the Republic",,FAR,"FAR | Federation Action for the Republic | Federation, Action for the Republic | Front of Action Forces for the Republic",2002,-0.766,2.0,0.816,0.236
5820,TCD,National Union for Independence and Revolution,,UNIR,National Union for Independence and Revolution | UNIR | Union Nationale pour l'indépendance et la révolution,1990,-0.723,2.0,0.996,0.233
5821,TCD,National Union for Democracy and Renewal,,UNDR,National Union for Democracy and Renewal | National Union for Development and Renewal | UNDR | Union Nationale pour la Démocratie et le Renouveau | Union nationale pour la démocratie et le renouveau,2011,-0.763,2.0,0.812,0.237
7184,TCD,National Rally for Democracy in Chad,,NRDC,NRDC | National Rally for Democracy in Chad | RNDT | le Réve,2011,-0.747,2.0,0.941,0.233
8034,TCD,National Rally for Development and Progress,,RNDP,NRDP | National Rally for Development and Progress | RNDP | Rassemblement National pour le Dévelopement et le Progrès,2011,-0.78,2.0,0.941,0.235
4129,TGO,Union for the Republic,,UNIR,UNIR | UNIR (Faure Essozimna Gnassigbe) | Union for the Republic | Union pour la R_publique | Union pour la République,2018,1.669,4.0,0.912,0.06
4130,TGO,Union of Forces for Change,,UFC,UFC | UFC (Gilchrist Olympio) | Union des Forces du Changement | Union of Forces for Change | Union of Forces of Change,2018,0.927,4.0,0.414,0.482
4131,TGO,Rally of the Togolese People,,RPT,RPT | Rally of the Togolese People | Rassemblement du Peuple Togolais,2007,0.115,3.0,0.925,0.067
4133,TGO,Action Committee for Renewal,,CAR,Action Committee Renewal | Action Committee for Renewal | CAR | Comit_ d�Action pour le Renouveau | Comité d'Action pour la Renouveau,2013,-1.246,2.0,0.3,0.642
5767,TGO,National Alliance for Change,,ANC,'Alliance nationale pour le changement | ANC | ANC (Jean-Pierre Fabre) | Alliance Nationale pour le Changement | National Alliance for Change,2013,0.612,4.0,0.354,0.706
6613,TGO,Togolese Union for Democracy,,UTD,Togolese Union for Democracy | UTD | Union Togolaise pour la D_mocratie | Union togolaise pour la démocratie,1994,0.502,3.0,0.184,0.603
7659,TGO,Movement of Centrist Republicans,,MRC,MRC | Movement of Centrist Republicans,2018,0.142,3.0,0.859,0.475
7660,TGO,New Togolese Commitment,,NET,NET | New Togolese Commitment,2018,0.411,3.0,0.844,0.359
7661,TGO,Pan-African Democratic Party,,PDP,Democratic Pan-African Party | PDP | Pan-African Democratic Party,2018,-0.186,3.0,0.818,0.344
7662,TGO,Patriotic Movement for Democracy and Development,,PMDD,PMDD | Patriotic Movement for Democracy and Development,2018,0.399,3.0,0.461,0.46
8071,TGO,Alliance of Democrats for Integral Development,,ADDI,ADDI | Alliance of Democrats for Integral Development,2013,-1.435,2.0,0.232,0.601
2327,THA,Democrat Party,Thai: พรรคประชาธิปัตย์,PP,DEMOCRAT | DP | Democrat | Democrat Party | Democrat party | Democratic Party | NA | PP | PRACHATHIPAT | Pak Prachatipat | Phak Prachathipat | Pr | Prachatipat | The Democrat Party | พรรคประชาธิปัตย์,2019,1.436,4.0,0.679,0.398
2373,THA,Thai Nation Party / Chart Thai Party,Thai: พรรคชาติไทย,PCT,CHART THAI | CT | CTP | Chart Thai | Chat Thai | PCT | Phak Chat Thai | Thai Nation | Thai Nation Party | Thai Nation Party / Chart Thai Party | พรรคชาติไทย,2007,2.421,5.0,0.866,0.081
2376,THA,People's Power Party,Thai: พรรคพลังประชาชน,PPP,PPP | PaP | Palang Prachachon | People's Power Party | People’s Power Party | Phak Palang Prachachon | Pro-Thaksin People's Power Party | The People's Power Party | พรรคพลังประชาชน | พลังประชาชน,2007,-1.117,2.0,0.214,0.49
2377,THA,Motherland Party,Thai: พรรคเพื่อแผ่นดิน,PPD,Motherland Party | PPD | PPP | Pheua Phaendin Party | Pue Pandin Party | PuePandin | Puea Pandin Party | พรรคเพื่อแผ่นดิน,2007,1.121,4.0,0.758,0.234
4115,THA,Social Action Party,Thai: พรรคกิจสังคม,PKS,KIT SANGKHOM | Kit Sangkhom | PKS | Phak Kit Sangkhom | SA | SAP | SOCIAL ACTION PARTY | Seritham | Social Action | Social Action Party | พรรคกิจสังคม,1996,1.456,4.0,0.656,0.142
4287,THA,National Democrat,,ND,CHART PRACHATHIPPATAI | Chart Prachathippatai | Free Justice/National Democrac | ND | National Democrat,1983,0.519,3.0,0.814,0.097
4288,THA,National Development Party,Thai: พรรคชาติพัฒนา,NDP,CHART PATTANA | CP | CPP | Chart Pattana | Chart Pattana Party | NDP | National Dev. P. | National Development | National Development Party | พรรคชาติพัฒนา,2001,1.14,4.0,0.593,0.101
4289,THA,New Aspiration Party,Thai: พรรคความหวังใหม่,NAP,KHWAMWANG MAI | Khwamwang Mai | NAP | NEW ASPIRATION PARTY | New Aspiration | New Aspiration Party | PKM | Pak Kwam Hwang Mai | พรรคความหวังใหม่,2001,-0.547,2.0,0.408,0.333
4290,THA,New Force Party,Thai: พรรคพลังใหม่,PM,New Force | New Force Party | PALANG MAI | PM | Palang Mai | พรรคพลังใหม่,1976,-1.679,1.0,0.078,0.411
4292,THA,People Party,,RA,People | People Party | RA | RASSADORN,1988,1.744,5.0,0.668,0.187
4293,THA,Thai People Party,,TPP,PRACHACHON | PUANGCHON CHAO THAI | People Party | TPP | Thai People | Thai People Party,1988,-0.026,3.0,0.698,0.189
4296,THA,Progress Party,,K,KAONA | Progress Party | Progressive | Progressive Party | พรรคก้าวหน้า,1986,-0.5,2.0,0.265,0.218
4298,THA,Social Agrarian,,SA,KASET SANGKHOM | SA | Social Agrarian,1975,2.431,5.0,0.667,0.291
4301,THA,Social Nationalist Party,,SNP,SANGKHOM CHARTNIYOM | SNP | Sangkhom Chartniyom | Social Nationalist | Social Nationalist Party,1975,0.511,3.0,0.823,0.04
4303,THA,Thai Citizens' Party / Prachakorn Thai Party,Thai: พรรคประชากรไทย,TCP,PRACHAKORNTHAI | PT | PTP | Phak Prachakon Thai | Prachakorn | Prachakorn Thai | Prachakorn Thai Party | TCP | Thai Citizen | Thai Citizen's | Thai Citizens' Party | Thai Citizens' Party / Prachakorn Thai Party | พรรคประชากรไทย,1988,2.461,5.0,0.913,0.075
4305,THA,United Thai Party,,UTP,RUAM THAI | Ruam Thai | UT | UTP | United Thai | United Thai Party | United Thai/Thai Unity,1988,1.248,4.0,0.884,0.075
4307,THA,Seritham Party,,SP,Liberal (i) | SERITHAM | SP | Seritham Party,1979,-0.034,3.0,0.523,0.281
4308,THA,United Democrat Party,,UDP,SAHA PRACHATHIPPATAI | UDP | United Demo. Party | United Democrat | United Democrat Party,1986,1.231,4.0,0.89,0.037
4309,THA,Community Action Party,,CAP,CAP | COMMUNITY ACTION PARTY | Community Action Party | KIT PRACHAKHOM,1986,1.127,4.0,0.884,0.195
4310,THA,Palang Dharma Party / Force of Virtue,,PDP,Force of Virtue | PALANGTHAM | PD | PDP | Palang Dharma | Palang Dharma Party | Palang Dharma Party / Force of Virtue | Palang Dharma Solidarity parties | Palangtham | RF | Righteous F. | พรรคพลังธรรม,1995,0.495,3.0,0.174,0.389
4311,THA,Social Justice Party,Thai: พรรคธรรมสังคม,SJP,SJP | Social Justice | Social Justice Party | Social Justice Party (Thailand) | THAM SANGKHOM | Tham Sangkhom | พรรคธรรมสังคม,1976,2.865,5.0,0.916,0.099
5167,THA,Leading Thai party,,NT,Leading Thai party | NAM THAI | NT | Nam Thai | Nam Thai Party,1995,-0.009,3.0,0.343,0.102
5397,THA,Thai Rak Thai Party / Thais Love Thais,,TRT,NA | TRT | Thai Rak Thai | Thai Rak Thai Party | Thai Rak Thai Party / Thais Love Thais | Thai Rak Thai party | Thais Love Thais | พรรคไทยรักไทย,2005,-1.148,2.0,0.167,0.681
5398,THA,Pheu Thai Party,Thai: พรรคเพื่อไทย,PTP,For Thais Party | NA | PPT | PTP | Phak Phuea | Phak Puea Thai | Pheu Thai | Pheu Thai Party | Puea Chat Party | พรรคเพื่อไทย | เพื่อไทย,2019,-1.174,2.0,0.085,0.718
6423,THA,Bhumjaithai Party,Thai: พรรคภูมิใจไทย,BJT,BJT | Bhumjaithai | Bhumjaithai Party | Phak Phumchai Thai | TP | Thai Pride Party | พรรคภูมิใจไทย,2019,1.135,4.0,0.723,0.056
6919,THA,People's State Power Party,Thai: พรรคพลังประชารัฐ,PPP,PPP | Palang Pracharath Party | People's State Power Party | Phak Phalang Pracharat | พรรคพลังประชารัฐ,2019,2.871,5.0,0.998,0.053
6997,THA,Love Thailand Party,Thai: พรรครักประเทศไทย,RTP,Love Thailand Party | RTP | Rak Thailand Party | พรรครักประเทศไทย,1988,1.232,4.0,0.551,0.232
7894,THA,Mahachon Party / Great People's Party,Thai: พรรคมหาชน,PM,Mahachon Party | Mahachon Party / Great People's Party | PM | พรรคมหาชน | มหาชน,2005,0.535,3.0,0.442,0.14
7915,THA,Future Forward Party,Thai: พรรคอนาคตใหม่,PAM,Future Forward | Future Forward Party | PAM | Phak Anakhot Mai | พรรคอนาคตใหม่,2019,-2.819,1.0,0.016,0.717
4905,TJK,Communist Party of Tajikistan,Tajik: Ҳизби Кумунистии Тоҷикистон; Russian: Коммунистическая партия Таджикистана,CPT,CPT | CPT/English | Communist | Communist Party of Tajik Soviet Socialist Republic | Communist Party of Tajikistan | Communist Party of�Tajikistan | Hizbi Komunistii Tojikiston | KPT | TSP | Ҳизби коммунистии Тоҷикистон | �Tajik Socialist Party,2005,-2.083,1.0,0.772,0.341
4906,TJK,People's Democratic Party of Tajikistan,Tajik: Ҳизби халқӣ-демократӣ Тоҷикистон,PDPT,HDKT | Hizbi Demokrati-Khalkii Tojikston | Hizbi Khalqi-Demokrati Tojikiston | Hizbi Khalqī-Demokratī Tojikiston | Kulobi | PDP | PDPT | PDPT/English | People's Democratic Party | People's Democratic Party [Tajikistan] | People's Democratic Party of Tajikistan | People's Democratic Party of�Tajikistan | Ҳизби халқии демократии Тоҷикистон,2015,0.445,3.0,0.996,0.06
5697,TJK,Islamic Renaissance Party of Tajikistan,Tajik: Ҳизби Наҳзати Исломии Тоҷикистон,IRPT,Hizb-i-Nahzati Islom | Hizbi Nahzati Islomii Tojikiston | IRP | IRP/or/IRPT | IRPT | Islamic Renaissance Party | Islamic Renaissance Party of Tajikistan | Ҳизби наҳзати исломии Тоҷикистон,2005,1.389,4.0,0.427,0.773
6933,TJK,Agrarian Party,Tajik: Ҳизби аграрии Тоҷикистон,HAT,APT | APT/English | Agrarian Party | Agrarian Party of Tajikistan | HAT | Hizbi Agrarii Tojikiston | Ҳизби аграрии Тоҷикистон,2015,-0.378,3.0,0.876,0.063
5202,TKM,Democratic Party of Turkmenistan,,DPT,Communist Party of the Turkmen SSR / Democratic Party of Turkmenistan | DPT | Democratic Party | Democratic Party of Turkmenistan | TDP | TDP/Turkmen | Türkmenistanyn Demokratik partiýasy | Türkmenistanyň Demokratik Partiýasy | Türkmenistanyň Demokratik partiýasy,2018,-1.033,2.0,0.951,0.067
5889,TKM,Women's Union of Turkmenistan,,WU,TZB | Türkmenistanyň zenanlar birleşigi | W'U | WU | Women's Union | Women's Union of Turkmenistan,2013,-1.307,2.0,0.942,0.067
5890,TKM,Party of Industrialists and Entrepreneurs,Turkmen: Senagatçylar we Telekeçiler partiýasy,PIE,PIE | Party of Industrialists and Entrepreneurs | Party of Industrilists and Entrepreneurs | STP | TSTP/Turkmen | Türkmenistanyň Senagatçylar we Telekeçiler partiýasy,2018,-0.979,2.0,0.951,0.067
7663,TKM,Agrarian Party,,AP,AP | ATP | Agrarian Party | Party of Agrarians and Citizens' Nominees,2018,-1.028,2.0,0.94,0.069
5624,TLS,National Congress for Timorese Reconstruction,,CNRT,CNRT | Congresso Nacional de Reconstrução de Timor | National Congress for Timorese Reconstruction,2017,-0.411,2.0,0.304,0.609
5625,TLS,Revolutionary Front for an Independent East Timor,,FRTLI,FRETIL | FRTLI | Frente Revolucionária de Timor-Leste Independente | Frente Revolucionária do Timor-Leste Independente | Fretilin | Fretilin/FRETILIN | Revolutionary Front for an Independent East Timor,2018,-2.021,1.0,0.195,0.66
5626,TLS,Democratic Party,,PD,Democratic Party | PD | Partido Democrático | Timorese Democratic Party,2018,-0.458,2.0,0.11,0.721
5671,TLS,Social Democratic Party,,PSD,ASDT-PSD | PSD | Partido Social Democrata | Social Democratic Party,2007,0.245,3.0,0.125,0.555
5675,TLS,National Unity Better Growing Party,,KHUNTO,KHUNTO | Kmanek Haburas Unidade Nasional Timor Oan | National Unity Better Growing Party | Partidu Kmanek Haburas Unidade Nasional Timor Oan,2017,0.933,4.0,0.326,0.539
6148,TLS,Timorese Social Democratic Association,,ASDT,ASDT | ASTD | Associação Social-Democrata Timorense | Timorese Social Democratic Association,2001,-0.937,2.0,0.267,0.691
7658,TLS,People's Liberation Party,,PLP,PLP | Partidu Libertasaun Popular | People's Liberation Party | Popular Liberation Party,2017,0.179,3.0,0.11,0.697
7799,TLS,Democratic Development Forum,,DDF,DDF | Democratic Development Forum,2018,0.585,4.0,0.259,0.594
93602,TLS,alliance: Change for Progress Alliance,,Change for P...,,2018,-0.622,2.0,0.279,0.603
4281,TTO,United National Congress,,UNC,UNC | United National Congress | United National Congress [UNC],2015,-0.472,2.0,0.29,0.418
4283,TTO,People’s National Movement,,PNM,PNM | People's National Movement | People's National Movement [PNM] | People’s National Movement,2015,0.786,4.0,0.342,0.392
4284,TTO,National Alliance for Reconstruction,,NAR,NAR | National Alliance for Reconstr | National Alliance for Reconstruction | National Alliance for Reconstruction [NAR] | ONR | Organization for National Reconstruction [ONR] | TTNA,1991,0.863,4.0,0.34,0.496
4285,TTO,Congress of the People,,COP,COP | Congress of the People,2015,-0.358,3.0,0.292,0.437
5386,TTO,Democratic Labour Party,,DLP,DLP | Democratic Labour | Democratic Labour Party | Democratic Labour Party [DLP],1971,-0.387,3.0,0.291,0.504
5387,TTO,United Labour Front,,ULF,ULF | United Labour Front | United Labour Front [ULF],1976,-1.584,2.0,0.256,0.723
5388,TTO,People's Partnership,,PP,PP | People's Partnership,2010,-0.49,2.0,0.354,0.693
5698,TTO,Democratic Action Congress,,DAC,DAC | Democratic Action Congress | Democratic Action Congress [DAC],1976,-0.716,2.0,0.315,0.446
4530,TUN,Nidaa Tounes,Arabic: حركة نداء تونس,NT,CT | Call for Tunisia | NA | NT | Nida Tounes | Nidaa Tounes | qaa'ima Harika nidaa' tuunis (قائمة حركة نداء تونس) | حركة نداء تونس,2014,0.465,3.0,0.324,0.13
4532,TUN,Congress for the Republic,Arabic: المؤتمر من أجل الجمهورية‎,CPR,CPR | Congress for the Republic | Congrès pour la République | El/Mottamar | NA | al-Mottamar,2011,-0.536,2.0,0.417,0.613
4534,TUN,Current of Love,Arabic: تيار المحبة‎,COL,"COL | Current of Love | NA | Popular Petition for Freedom, Justice and Development | Tayar Elmahabba | al-Aridha",2011,0.353,3.0,0.372,0.715
4757,TUN,Neo Destour / New Constitutional Liberal Party / Socialist Destourian Party / Democratic Constitutional Rally,,ND/PSD/RCD,Democratic Constitutional Rally | ND/PSD/RCD | NDPSDRCD | RCD | Rassemblement Constitutionnel D_mocratique | Rassemblement Constitutionnel Démocratique,2009,0.463,3.0,0.988,0.268
5781,TUN,Socialist Destourian Party,Arabic: الحزب الاشتراكي الدستوري‎‎ al-Ḥizb al-Ishtirākī ad-Dustūrī,PSD,PND | PSD | Parti Néo Destourien | Parti Socialiste Destourien | Socialist Destourian Party,1986,-0.373,3.0,0.985,0.139
5832,TUN,Ennahdha Party / Renaissance Party,Arabic: حركة النهضة,Nahdah,Elnahdha | Ennahda Movement | Ennahdha | Ennahdha Party | Ennahdha Party / Renaissance Party | Hizb al-Nahda | Mouvement Ennahdha / Hizbu Ḥarakatu n-Nahḍah | NA | NAHDAH | Nahdah | al-Nahdah | qaa'ima Hizb Harika an-nahDa (قائمة حزب حركة النهضة) | حركة النهضة,2019,0.43,3.0,0.25,0.463
6074,TUN,Democratic Forum for Labour and Liberties,Arabic: التكتل الديمقراطي من أجل العمل والحريات,Ettakatol/FTDL,Democratic Forum for Labour and Liberties | ETTAKATOLFTDL | Ettakatol | Ettakatol/FTDL | FTDL | Forum démocratique pour le travail et les libertés | Le Forum D_mocratique pour le Travail et les Libert_s,2011,0.858,4.0,0.219,0.297
7916,TUN,Heart of Tunisia,Arabic: قلب تونس,QT,Heart of Tunisia | QT | Qalb Tounes | قلب تونس,2019,0.635,4.0,0.129,0.495
7917,TUN,Democratic Current,Arabic: التيّار الديمُقراطي,TD,Democratic Current | TD | at-Tayyār ad-Dīmuqrāṭī | التيار الديمقراطي,2019,-0.177,3.0,0.15,0.517
7918,TUN,Free Destourian Party,Arabic: الحزب الدستوري الحر,HDH,Free Destourian Party | HDH | al-Ḥizb ad-Dustūrī al-Hor,2019,0.903,4.0,0.444,0.396
8125,TUN,Dignity Coalition,Arabic: ائتلاف الكرامة,al-Karama,Dignity Coalition | al-Karama,2019,0.054,3.0,0.463,0.58
159,TUR,Young Party,,GP,GENC PARTI | GENÇ PARTİ | GENÇPARTİ | GP | GP-Genc Parti | Genc Parti | Genç Parti | Young Party | Young Party (Genc Parti) [GP]) | Youth Party | Youth Party // Genç Parti,2002,2.322,5.0,0.79,0.533
178,TUR,Nationalist Democratic Party,,MDP,MDP | Milliyetçi Demokrasi Partisi | Milliyetçi Demokrasi Partisi) | Milliyet�i Demokrasi Partisi | NDP | National Democracy | Nationalist Democracy Party | Nationalist Democracy Party (Milliyetci Demokrasi Partisi) [MDP]) | Nationalist Democratic Party,1983,0.819,4.0,0.89,0.099
306,TUR,Justice and Development Party,,AKP,AK | AK PARTİ | AK/PARTİ | AKP | AKP-Adalet ve Kalkinma Partisi | Adalet ve Kalk?nma Partisi (AKP) | Adalet ve Kalkinma Partisi | Adalet ve Kalkınma Partisi | Adalet ve Kalk�nma Partisi | Justice and Development | Justice and Development Party | Justice and Development Party (Adalet ve Kalkinma Partisi) [AKP] | Justice and Development Party // Adalet ve Kalkinma Partisi | NA,2015,2.33,5.0,0.998,0.964
351,TUR,True Path Party,,DYP,DYP | DYP-Dogru Yol Partisi | Do_ru Yol Partisi | Dogru Yol Partisi | Doğru Yol Partisi | NA | Right Path Party | True Path | True Path Party | True Path Party (Dogru Yol Partisi) [DYP] | True Path Party // Dogru Yol Partisi,2007,1.153,4.0,0.655,0.362
815,TUR,National Salvation Party,,MSP,MSP | Milli Selamet Partisi | Millî Selamet Partisi | NSP | National Salvation | National Salvation Part | National Salvation Party | National Salvation Party (Milli Selamet Partisi) [MSP],1977,1.375,4.0,0.867,0.799
1060,TUR,Republican Peoples Party,,CHP,CHP | CHP-Cumhuriyet Halk Partisi | Cumhuriyet Halk Partisi | Cumhuriyet Halk Partisi (CHP) | Cumhuriyet Halk Patisi | Cumhuriyetci Halk Partisi) | Halk�� Parti | NA | People's Party | People's Republican Party | Populist | RPP | RRP | Republican People's | Republican People's Party | Republican People's Party (Cumhuriyetci Halk Partisi) [CHP]) | Republican People's Party // Cumhuriyet Halk Partisi | Republican Peoples Party | Republican People’s Party | SHP CHP | SHP-Sosyal Demokrat Halkci Parti | SHP/CHP | Social Democratic Populist Party Republican People's Party | Sosyal Demokrat Halçi Parti Cumhuriyet Halk Partisi | Turkish Republican People's Party,2015,-1.424,2.0,0.309,0.537
1067,TUR,Welfare Party,,RP,(New) Welfare (Virtue) Party | (Yeniden) Refah (Fazilet) Partisi | NA | Prospetiry Party -- Religious Fundamentalist | RP | Refah Partisi | Welfare Party | [RP],1995,1.077,4.0,0.906,0.85
1190,TUR,Motherland Party,,ANAP,ANAP | ANAP-Anavatan Partisi | AnaP | Anavatan Partisi | Motherland | Motherland Party | Motherland Party (Anavatan Partisi) [ANAP] | Motherland Party // Anavatan Partisi | NA,2002,1.256,4.0,0.615,0.222
1253,TUR,Social Democratic Populist Party,,SHP,People's | SHP | SHP/IP | Social Democrat Populist Party | Social Democratic People's Party | Social Democratic Populist | Social Democratic Populist Party | Social Democratic Populist Party (Sosyal Demokrat Halkci Parti) [SHP] | Sosyal Democrasi Halkci Partisi | Sosyal Demokrat Halk�� Parti | Sosyal Demokrat Halçi Parti | Sosyaldemokrat Halk Partisi | Sosyaldemokrat Halkçı Parti,1991,-1.872,1.0,0.114,0.543
1423,TUR,Populist Party,,HP,HP | Halkçi Parti | Halkçı Parti | People's Party | Populist Party | Populist Party [HP],1983,0.046,3.0,0.586,0.191
1463,TUR,Virtue Party,,FP,FP | Fazilet Partisi | Fazilet Partisi [FP]) | NA | Virtue Party,1999,1.392,4.0,0.662,0.819
